#filename,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Precision (%),Mean Precision (%),Histogram Limits,HistogramDetection_time_spent_on_frame (seconds),Histogram Total_time_spent_on_frame (seconds)
frame204.jpg,0.0898587227,0.0899138927,17.4735552311,17.4858454227,,100,,,,
frame205.jpg,0.0960347176,0.0960960865,17.5695899487,17.5819415092,,100,,,,
frame206.jpg,0.0879107952,0.0879710674,17.6575007439,17.6699125767,,100,,,,
frame207.jpg,0.1030629158,0.1031221867,17.7605636597,17.7730347633,,100,,,,
frame208.jpg,0.0832981586,0.0833537579,17.8438618183,17.8563885212,,100,,,,
frame209.jpg,0.1003758907,0.100435257,17.944237709,17.9568237782,,100,,,,
frame210.jpg,0.0847131252,0.0847717762,18.0289508343,18.0415955544,,100,,,,
frame211.jpg,0.0988466263,0.0989041328,18.1277974606,18.1404996872,,100,,,,
frame212.jpg,0.0882674217,0.0883236408,18.2160648823,18.228823328,,100,,,,
frame213.jpg,0.096051836,0.096109724,18.3121167183,18.3249330521,,100,,,,
frame214.jpg,0.0867519379,0.086807394,18.3988686562,18.4117404461,,100,,,,
frame215.jpg,0.1010579586,0.1011140347,18.4999266148,18.5128544807,,100,,,,
frame216.jpg,0.0860457897,0.0861098289,18.5859724045,18.5989643097,,100,,,,
frame217.jpg,0.0987005711,0.0987655163,18.6846729755,18.697729826,,100,,,,
frame218.jpg,0.0867984295,0.0868516922,18.771471405,18.7845815182,,100,,,,
frame219.jpg,0.0958914757,0.095946312,18.8673628807,18.8805278301,,100,,,,
frame220.jpg,0.0828290462,0.0828928947,18.950191927,18.9634207249,,100,,,,
frame221.jpg,0.0974827766,0.0975456238,19.0476747036,19.0609663486,,100,,,,
frame222.jpg,0.088381958,0.088450861,19.1360566616,19.1494172096,,100,,,,
frame223.jpg,0.0986881733,0.0987505913,19.2347448349,19.2481678009,,100,,,,
frame224.jpg,0.0784889221,0.0785450935,19.313233757,19.3267128944,,100,,,,
frame225.jpg,0.0836223602,0.0836787701,19.3968561172,19.4103916645,,100,,,,
frame226.jpg,0.0763171673,0.0763755798,19.4731732845,19.4867672443,,100,,,,
frame227.jpg,0.0850074768,0.085073185,19.5581807613,19.5718404293,,100,,,,
frame228.jpg,0.0767351151,0.0767974854,19.6349158764,19.6486379147,,100,,,,
frame229.jpg,0.0916228294,0.0916899681,19.7265387058,19.7403278828,,100,,,,
frame230.jpg,0.085089016,0.0851415634,19.8116277218,19.8254694462,,100,,,,
frame231.jpg,0.0851603031,0.0852200985,19.8967880249,19.9106895447,,100,,,,
frame232.jpg,0.0820981979,0.0821609497,19.9788862228,19.9928504944,,100,,,,
frame233.jpg,0.0896727562,0.0897287369,20.068558979,20.0825792313,,100,,,,
frame234.jpg,0.0809159756,0.080973196,20.1494749546,20.1635524273,,100,,,,
frame235.jpg,0.0868257999,0.0868847847,20.2363007545,20.250437212,,100,,,,
frame236.jpg,0.0821168423,0.0821788311,20.3184175968,20.3326160431,,100,,,,
frame237.jpg,0.1058922291,0.1059488297,20.4243098259,20.4385648727,,100,,,,
frame238.jpg,0.0838127613,0.0838667393,20.5081225872,20.522431612,,100,,,,
frame239.jpg,0.0966528893,0.0967110634,20.6047754765,20.6191426754,,100,,,,
frame240.jpg,0.0831938744,0.0832537174,20.6879693508,20.7023963928,,100,,,,
frame241.jpg,0.0906031132,0.0906633377,20.778572464,20.7930597305,,100,,,,
frame242.jpg,0.0799476147,0.0800060749,20.8585200787,20.8730658054,,100,,,,
frame243.jpg,0.0909601688,0.0910279751,20.9494802475,20.9640937805,,100,,,,
frame244.jpg,0.0830881119,0.0831501007,21.0325683594,21.0472438812,,100,,,,
frame245.jpg,0.0907040119,0.0907633781,21.1232723713,21.1380072594,,100,,,,
frame246.jpg,0.0820157528,0.0820718288,21.2052881241,21.2200790882,,100,,,,
frame247.jpg,0.0881793976,0.0882395267,21.2934675217,21.308318615,,100,,,,
frame248.jpg,0.0784910202,0.0785512924,21.3719585419,21.3868699074,,100,,,,
frame249.jpg,0.0868388653,0.0869024277,21.4587974072,21.4737723351,,100,,,,
frame250.jpg,0.0812636852,0.0813227177,21.5400610924,21.5550950527,,100,,,,
frame251.jpg,0.0890990734,0.0891586781,21.6291601658,21.6442537308,,100,,,,
frame252.jpg,0.0866810322,0.0867381096,21.715841198,21.7309918404,,100,,,,
frame253.jpg,0.0903876781,0.0904533386,21.8062288761,21.821445179,,100,,,,
frame254.jpg,0.0792928219,0.0793506622,21.885521698,21.9007958412,,100,,,,
frame255.jpg,0.0889269352,0.0889941692,21.9744486332,21.9897900105,,100,,,,
frame256.jpg,0.0807218075,0.080783987,22.0551704407,22.0705739975,,100,,,,
frame257.jpg,0.093063736,0.0931279182,22.1482341766,22.1637019157,,100,,,,
frame258.jpg,0.0829347134,0.0829958439,22.23116889,22.2466977596,,100,,,,
frame259.jpg,0.1339033127,0.1339880466,22.3650722027,22.3806858063,,100,,,,
frame260.jpg,0.1083590984,0.1084332943,22.4734313011,22.4891191006,,100,,,,
frame261.jpg,0.075093317,0.0751439571,22.5485246181,22.5642630577,,100,,,,
frame262.jpg,0.0893946171,0.0894572735,22.6379192352,22.6537203312,,100,,,,
frame263.jpg,0.0796491623,0.079711628,22.7175683975,22.7334319592,,100,,,,
frame264.jpg,0.0934463978,0.0935269833,22.8110147953,22.8269589424,,100,,,,
frame265.jpg,0.0799244881,0.0799813271,22.8909392834,22.9069402695,,100,,,,
frame266.jpg,0.0873205662,0.0873757839,22.9782598495,22.9943160534,,100,,,,
frame267.jpg,0.0797455788,0.079803133,23.0580054283,23.0741191864,,100,,,,
frame268.jpg,0.089094305,0.0891666889,23.1470997334,23.1632858753,,100,,,,
frame269.jpg,0.0793812752,0.079442358,23.2264810085,23.2427282333,,100,,,,
frame270.jpg,0.0982106209,0.0982697964,23.3246916294,23.3409980297,,100,,,,
frame271.jpg,0.0849888802,0.0850439548,23.4096805096,23.4260419846,,100,,,,
frame272.jpg,0.0943340778,0.0943885326,23.5040145874,23.5204305172,,100,,,,
frame273.jpg,0.0836382866,0.0836952209,23.587652874,23.6041257381,,100,,,,
frame274.jpg,0.1014248371,0.1014838219,23.6890777111,23.70560956,,100,,,,
frame275.jpg,0.0919468403,0.0920034885,23.7810245514,23.7976130486,,100,,,,
frame276.jpg,0.1007305145,0.1007890701,23.8817550659,23.8984021187,,100,,,,
frame277.jpg,0.0841417789,0.0842006207,23.9658968449,23.9826027393,,100,,,,
frame278.jpg,0.1015397549,0.1015990734,24.0674365997,24.0842018127,,100,,,,
frame279.jpg,0.0838868141,0.0839520454,24.1513234138,24.1681538582,,100,,,,
frame280.jpg,0.1006501675,0.1007080078,24.2519735813,24.268861866,,100,,,,
frame281.jpg,0.0805006504,0.0805596828,24.3324742317,24.3494215488,,100,,,,
frame282.jpg,0.0985044003,0.0985639572,24.430978632,24.4479855061,,100,,,,
frame283.jpg,0.0847211361,0.0847774982,24.5156997681,24.5327630043,,100,,,,
frame284.jpg,0.1013394833,0.1013960838,24.6170392513,24.6341590881,,100,,,,
frame285.jpg,0.0838439941,0.0839014053,24.7008832455,24.7180604935,,100,,,,
frame286.jpg,0.0960508347,0.0961108685,24.7969340801,24.8141713619,,100,,,,
frame287.jpg,0.0856151104,0.0856743813,24.8825491905,24.8998457432,,100,,,,
frame288.jpg,0.0980205059,0.0980998516,24.9805696964,24.9979455948,,100,,,,
frame289.jpg,0.0839421749,0.084008503,25.0645118713,25.0819540977,,100,,,,
frame290.jpg,0.099716711,0.0997702599,25.1642285824,25.1817243576,,100,,,,
frame291.jpg,0.0818572044,0.0819164753,25.2460857868,25.2636408329,,100,,,,
frame292.jpg,0.0980127811,0.0980690479,25.344098568,25.3617098808,,100,,,,
